R_ID	SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Units	Type
IL1B	3037-62_1	SL001795	Interleukin-1 beta	IL-1b	P01584	3553	IL1B	Human	RFU	Protein
IL1R1	2991-9_2	SL001997	Interleukin-1 receptor type 1	IL-1 sRI	P14778	3554	IL1R1	Human	RFU	Protein
IL1R2	14133-93_3	SL000145	Interleukin-1 receptor type 2	IL-1 sRII	P27930	7850	IL1R2	Human	RFU	Protein
IL1RAP	2630-12_2	SL004588	Interleukin-1 Receptor accessory protein	IL-1 R AcP	Q9NPH3	3556	IL1RAP	Human	RFU	Protein
IL1RAPL2	5082-51_3	SL004849	X-linked interleukin-1 receptor accessory protein-like 2	IL-1 sR9	Q9NP60	26280	IL1RAPL2	Human	RFU	Protein
IL1RL1	4234-8_2	SL004146	Interleukin-1 receptor-like 1	IL-1 R4	Q01638	9173	IL1RL1	Human	RFU	Protein
IL1RL2	2994-71_2	SL004875	Interleukin-1 receptor-like 2	IL-1Rrp2	Q9HB29	8808	IL1RL2	Human	RFU	Protein
IL1RN	5353-89_2	SL001990	Interleukin-1 receptor antagonist protein	IL-1Ra	P18510	3557	IL1RN	Human	RFU	Protein
IL2	3070-1_2	SL000478	Interleukin-2	IL-2	P60568	3558	IL2	Human	RFU	Protein
IL20	4138-25_2	SL004346	Interleukin-20	IL-20	Q9NYY1	50604	IL20	Human	RFU	Protein
IL20RA	5085-18_3	SL005181	Interleukin-20 receptor subunit alpha	IL-20 Ra	Q9UHF4	53832	IL20RA	Human	RFU	Protein
IL22	2778-10_2	SL004347	Interleukin-22	IL-22	Q9GZX6	50616	IL22	Human	RFU	Protein
IL22RA1	3620-67_2	SL007806	Interleukin-22 receptor subunit alpha-1	IL22RA1	Q8N6P7	58985	IL22RA1	Human	RFU	Protein
IL22RA2	5087-5_3	SL005183	Interleukin-22 receptor subunit alpha-2	IL-22BP	Q969J5	116379	IL22RA2	Human	RFU	Protein
IL23R	5088-175_3	SL005185	Interleukin-23 receptor	IL-23 R	Q5VWK5	149233	IL23R	Human	RFU	Protein
IL24	3321-2_2	SL007385	Interleukin-24	IL24	Q13007	11009	IL24	Human	RFU	Protein
IL25	4137-57_2	SL004351	Interleukin-25	IL-17E	Q9H293	64806	IL25	Human	RFU	Protein
IL27.EBI3	2829-19_2	SL006915	Interleukin-27	IL-27	Q8NEV9 Q14213	246778 10148	IL27 EBI3	Human	RFU	Protein
IL27RA	5132-71_3	SL005223	Interleukin-27 receptor subunit alpha	TCCR	Q6UWB1	9466	IL27RA	Human	RFU	Protein
IL2RA	3151-6_1	SL003305	Interleukin-2 receptor subunit alpha	IL-2 sRa	P01589	3559	IL2RA	Human	RFU	Protein
IL2RG	2634-2_2	SL003307	Cytokine receptor common subunit gamma	IL-2 sRg	P31785	3561	IL2RG	Human	RFU	Protein
IL3	4717-55_2	SL000479	Interleukin-3	IL-3	P08700	3562	IL3	Human	RFU	Protein
IL34	4556-10_2	SL013548	Interleukin-34	IL-34	Q6ZMJ4	146433	IL34	Human	RFU	Protein
IL36A	14150-7_3	SL005177	Interleukin-36 alpha	IL-1F6	Q9UHA7	27179	IL36A	Human	RFU	Protein
IL36B	14149-9_3	SL005179	Interleukin-36 beta	IL-1F8	Q9NZH7	27177	IL36B	Human	RFU	Protein
IL37	2723-9_2	SL005178	Interleukin-37	IL-1F7	Q9NZH6	27178	IL37	Human	RFU	Protein
IL3RA	4490-65_2	SL005187	Interleukin-3 receptor subunit alpha	IL-3 Ra	P26951	3563	IL3RA	Human	RFU	Protein
IL4	2906-55_3	SL000480	Interleukin-4	IL-4	P05112	3565	IL4	Human	RFU	Protein
IL4R	3055-54_2	SL003308	Interleukin-4 receptor subunit alpha	IL-4 sR	P24394	3566	IL4R	Human	RFU	Protein
IL5	11071-1_3	SL000481	Interleukin-5	IL-5	P05113	3567	IL5	Human	RFU	Protein
IL5RA	4491-4_2	SL005188	Interleukin-5 receptor subunit alpha	IL-5 Ra	Q01344	3568	IL5RA	Human	RFU	Protein
IL6	4673-13_2	SL000087	Interleukin-6	IL-6	P05231	3569	IL6	Human	RFU	Protein
IL6R	4139-71_2	SL001943	Interleukin-6 receptor subunit alpha	IL-6 sRa	P08887	3570	IL6R	Human	RFU	Protein
IL6ST	2620-4_2	SL003872	Interleukin-6 receptor subunit beta	gp130, soluble	P40189	3572	IL6ST	Human	RFU	Protein
IL7	4140-3_2	SL000483	Interleukin-7	IL-7	P13232	3574	IL7	Human	RFU	Protein
IL7R	5089-11_3	SL005189	Interleukin-7 receptor subunit alpha	IL-7 Ra	P16871	3575	IL7R	Human	RFU	Protein
IL9	5834-18_3	SL000485	Interleukin-9	IL-9	P15248	3578	IL9	Human	RFU	Protein
IMPDH1	5229-90_3	SL014735	Inosine-5'-monophosphate dehydrogenase 1	IMDH1	P20839	3614	IMPDH1	Human	RFU	Protein
IMPDH2	5250-53_3	SL010928	Inosine-5'-monophosphate dehydrogenase 2	IMDH2	P12268	3615	IMPDH2	Human	RFU	Protein
ING1	3888-8_1	SL009628	Inhibitor of growth protein 1	ING1	Q9UK53	3621	ING1	Human	RFU	Protein
INHBA	2748-3_2	SL001938	Inhibin beta A chain	Activin A	P08476	3624	INHBA	Human	RFU	Protein
INHBA.INHBB	8467-9_3	SL004837	Inhibin beta A chain:Inhibin beta B chain heterodimer	Activin AB	P08476 P09529	3624 3625	INHBA INHBB	Human	RFU	Protein
INS	4883-56_2	SL000021	Insulin	Insulin	P01308	3630	INS	Human	RFU	Protein
INSR	3448-13_2	SL004125	Insulin receptor	IR	P06213	3643	INSR	Human	RFU	Protein
IRF1	10351-51_3	SL007108	Interferon regulatory factor 1	IRF1	P10914	3659	IRF1	Human	RFU	Protein
ISG15	14151-4_3	SL015510	Ubiquitin-like protein ISG15	UCRP	P05161	9636	ISG15	Human	RFU	Protein
ISLR2	13124-20_3	SL018587	Immunoglobulin superfamily containing leucine-rich repeat protein 2	ISLR2	Q6UXK2	57611	ISLR2	Human	RFU	Protein
ITGA1.ITGB1	3503-4_2	SL003179	Integrin alpha-I: beta-1 complex	Integrin a1b1	P56199, P05556	3672 3688	ITGA1 ITGB1	Human	RFU	Protein
ITGA2B.ITGB3	8488-33_3	SL000542	Integrin alpha-IIb: beta-3 complex	gpIIbIIIa	P08514 P05106	3674  3690	ITGA2B ITGB3	Human	RFU	Protein
ITGAV.ITGB5	4917-62_1	SL003182	Integrin alpha-V: beta-5 complex	Integrin aVb5	P06756, P18084	3685 3693	ITGAV ITGB5	Human	RFU	Protein
ITIH4	4811-33_3	SL004739	Inter-alpha-trypsin inhibitor heavy chain H4	ITI heavy chain H4	Q14624	3700	ITIH4	Human	RFU	Protein
JAG1	5092-51_3	SL007328	Protein jagged-1	JAG1	P78504	182	JAG1	Human	RFU	Protein
JAG2	5093-47_3	SL007774	Protein jagged-2	JAG2	Q9Y219	3714	JAG2	Human	RFU	Protein
JAK2	4998-50_2	SL007025	Tyrosine-protein kinase JAK2	JAK2	O60674	3717	JAK2	Human	RFU	Protein
JAM2	2997-8_1	SL005193	Junctional adhesion molecule B	JAM-B	P57087	58494	JAM2	Human	RFU	Protein
JAM3	2998-53_2	SL005194	Junctional adhesion molecule C	JAM-C	Q9BX67	83700	JAM3	Human	RFU	Protein
JUN	10356-21_3	SL000455	Transcription factor AP-1	c-Jun	P05412	3725	JUN	Human	RFU	Protein
KAT6A	2865-77_2	SL004724	Histone acetyltransferase KAT6A	MOZ	Q92794	7994	KAT6A	Human	RFU	Protein
KDR	3651-50_5	SL003201	Vascular endothelial growth factor receptor 2	VEGF sR2	P35968	3791	KDR	Human	RFU	Protein
KEAP1	8485-7_3	SL017529	Kelch-like ECH-associated protein 1	KEAP1	Q14145	9817	KEAP1	Human	RFU	Protein
KIF23	5228-25_2	SL006189	Kinesin-like protein KIF23	KIF23	Q02241	9493	KIF23	Human	RFU	Protein
KIR2DL4	5095-21_3	SL012698	Killer cell immunoglobulin-like receptor 2DL4	KI2L4	Q99706	3805	KIR2DL4	Human	RFU	Protein
KIR3DL2	5096-51_3	SL014269	Killer cell immunoglobulin-like receptor 3DL2	KI3L2	P43630	3812	KIR3DL2	Human	RFU	Protein
KIR3DS1	5097-14_3	SL014289	Killer cell immunoglobulin-like receptor 3DS1	KI3S1	Q14943	3813	KIR3DS1	Human	RFU	Protein
KIRREL3	4557-61_2	SL014111	Kin of IRRE-like protein 3	KIRR3	Q8IZU9	84623	KIRREL3	Human	RFU	Protein
KIT	2475-1_3	SL004010	Mast/stem cell growth factor receptor Kit	SCF sR	P10721	3815	KIT	Human	RFU	Protein
KLK11	2831-29_1	SL002763	Kallikrein-11	Kallikrein 11	Q9UBX7	11012	KLK11	Human	RFU	Protein
KLK12	3199-54_2	SL003916	Kallikrein-12	kallikrein 12	Q9UKR0	43849	KLK12	Human	RFU	Protein
KLK13	3200-49_2	SL003918	Kallikrein-13	kallikrein 13	Q9UKR3	26085	KLK13	Human	RFU	Protein
KLK14	3681-87_3	SL003919	Kallikrein-14	kallikrein 14	Q9P0G3	43847	KLK14	Human	RFU	Protein
KLK3	8468-19_3	SL000062	Prostate-specific antigen	PSA	P07288	354	KLK3	Human	RFU	Protein
KLK4	2833-20_1	SL003800	Kallikrein-4	Kallikrein 4	Q9Y5K2	9622	KLK4	Human	RFU	Protein
KLK5	3201-49_2	SL003863	Kallikrein-5	kallikrein 5	Q9Y337	25818	KLK5	Human	RFU	Protein
KLK6	3450-4_2	SL001797	Kallikrein-6	Kallikrein 6	Q92876	5653	KLK6	Human	RFU	Protein
KLK7	3378-49_2	SL000064	Kallikrein-7	Kallikrein 7	P49862	5650	KLK7	Human	RFU	Protein
KLK8	2834-54_1	SL003915	Kallikrein-8	kallikrein 8	O60259	11202	KLK8	Human	RFU	Protein
KLKB1	4152-58_2	SL000545	Plasma kallikrein	Prekallikrein	P03952	3818	KLKB1	Human	RFU	Protein
KLRF1	5098-79_3	SL014209	Killer cell lectin-like receptor subfamily F member 1	KLRF1	Q9NZS2	51348	KLRF1	Human	RFU	Protein
KLRK1	3056-11_1	SL005204	NKG2-D type II integral membrane protein	NKG2D	P26718	22914	KLRK1	Human	RFU	Protein
KNG1	4495-33_2	SL017189	Kininogen-1	Kininogen, HMW	P01042	3827	KNG1	Human	RFU	Protein
KPNA2	2860-19_2	SL004718	Importin subunit alpha-1	Karyopherin-a2	P52292	3838	KPNA2	Human	RFU	Protein
KPNB1	3887-90_2	SL010927	Importin subunit beta-1	IMB1	Q14974	3837	KPNB1	Human	RFU	Protein
KRAS	5193-51_3	SL002542	GTPase KRas	K-ras	P01116	3845	KRAS	Human	RFU	Protein
KREMEN2	3202-28_2	SL010393	Kremen protein 2	KREM2	Q8NCW0	79412	KREMEN2	Human	RFU	Protein
KRT18	5354-11_3	SL000655	Keratin, type I cytoskeletal 18	Keratin 18	P05783	3875	KRT18	Human	RFU	Protein
KYNU	4559-64_2	SL013969	Kynureninase	KYNU	Q16719	8942	KYNU	Human	RFU	Protein
L1CAM	4246-40_2	SL004154	Neural cell adhesion molecule L1	NCAM-L1	P32004	3897	L1CAM	Human	RFU	Protein
LAG3	5099-14_3	SL005195	Lymphocyte activation gene 3 protein	LAG-3	P18627	3902	LAG3	Human	RFU	Protein
LAMA1.LAMB1..LAMC1	2728-62_2	SL000497	Laminin	Laminin	P25391, P07942, P11047	284217 3912 3915	LAMA1 LAMB1  LAMC1	Human	RFU	Protein
LAYN	2635-61_2	SL004646	Layilin	Layilin	Q6UX15	143903	LAYN	Human	RFU	Protein
LBP	3074-6_2	SL003309	Lipopolysaccharide-binding protein	LBP	P18428	3929	LBP	Human	RFU	Protein
LCK	3452-17_2	SL006916	Tyrosine-protein kinase Lck	LCK	P06239	3932	LCK	Human	RFU	Protein
LCMT1	4237-70_3	SL011770	Leucine carboxyl methyltransferase 1	LCMT1	Q9UIC8	51451	LCMT1	Human	RFU	Protein
LCN2	2836-68_2	SL000695	Neutrophil gelatinase-associated lipocalin	Lipocalin 2	P80188	3934	LCN2	Human	RFU	Protein
LCORL	4304-18_2	SL006698	Ligand-dependent nuclear receptor corepressor-like protein	transcription factor MLR1, isoform CRA_b	Q8N3X6	254251	LCORL	Human	RFU	Protein
LDHB	3890-8_2	SL000493	L-lactate dehydrogenase B chain	LDH-H 1	P07195	3945	LDHB	Human	RFU	Protein
LDLR	13129-40_3	SL007070	Low-density lipoprotein receptor	LDLR	P01130	3949	LDLR	Human	RFU	Protein
LEP	8484-24_3	SL000498	Leptin	Leptin	P41159	3952	LEP	Human	RFU	Protein
LEPR	5400-52_3	SL003184	Leptin receptor	sLeptin R	P48357	3953	LEPR	Human	RFU	Protein
LGALS2	3033-57_1	SL005164	Galectin-2	Galectin-2	P05162	3957	LGALS2	Human	RFU	Protein
LGALS3	3066-12_1	SL003744	Galectin-3	Galectin-3	P17931	3958	LGALS3	Human	RFU	Protein
LGALS3BP	5000-52_1	SL006522	Galectin-3-binding protein	LG3BP	Q08380	3959	LGALS3BP	Human	RFU	Protein
LGALS4	2982-82_2	SL005165	Galectin-4	Galectin-4	P56470	3960	LGALS4	Human	RFU	Protein
LGALS7	9196-8_3	SL005166	Galectin-7	Galectin-7	P47929	3963	LGALS7	Human	RFU	Protein
LGALS8	4909-68_1	SL005167	Galectin-8	Galectin-8	O00214	3964	LGALS8	Human	RFU	Protein
LGALS9	9197-4_3	SL008486	Galectin-9	LEG9	O00182	3965	LGALS9	Human	RFU	Protein
LGMN	3622-33_4	SL008909	Legumain	LGMN	Q99538	5641	LGMN	Human	RFU	Protein
LIFR	5837-49_3	SL004714	Leukemia inhibitory factor receptor	LIF sR	P42702	3977	LIFR	Human	RFU	Protein
LILRB1	5090-49_2	SL005190	Leukocyte immunoglobulin-like receptor subfamily B member 1	ILT-2	Q8NHL6	10859	LILRB1	Human	RFU	Protein
LILRB2	5091-28_3	SL005191	Leukocyte immunoglobulin-like receptor subfamily B member 2	ILT-4	Q8N423	10288	LILRB2	Human	RFU	Protein
LIN7B	4238-4_2	SL012168	Protein lin-7 homolog B	LIN7B	Q9HAP6	64130	LIN7B	Human	RFU	Protein
LMAN2	7638-30_3	SL005403	Vesicular integral-membrane protein VIP36	Lectin, mannose-binding 2	Q12907	10960	LMAN2	Human	RFU	Protein
LMNB1	3889-64_2	SL006132	Lamin-B1	Lamin-B1	P20700	4001	LMNB1	Human	RFU	Protein
LPO	4801-13_3	SL007153	Lactoperoxidase	PERL	P22079	4025	LPO	Human	RFU	Protein
LRIG3	3322-52_2	SL010464	Leucine-rich repeats and immunoglobulin-like domains protein 3	LRIG3	Q6UXM1	121227	LRIG3	Human	RFU	Protein
LRP1	9182-3_3	SL004733	Low-density lipoprotein receptor-related protein 1, soluble	sLRP1	Q07954	4035	LRP1	Human	RFU	Protein
LRP1B	7640-29_3	SL013872	Low-density lipoprotein receptor-related protein 1B	LRP1B	Q9NZR2	53353	LRP1B	Human	RFU	Protein
LRP8	3323-37_1	SL004610	Low-density lipoprotein receptor-related protein 8	LRP8	Q14114	7804	LRP8	Human	RFU	Protein
LRPAP1	3640-14_3	SL005263	alpha-2-macroglobulin receptor-associated protein	RAP	P30533	4043	LRPAP1	Human	RFU	Protein
LRRK2	10990-21_3	SL017128	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	Q5S007		LRRK2	Human	RFU	Protein
LRRTM1	4452-9_2	SL014096	Leucine-rich repeat transmembrane neuronal protein 1	LRRT1	Q86UE6	347730	LRRTM1	Human	RFU	Protein
LRRTM3	4453-83_3	SL014108	Leucine-rich repeat transmembrane neuronal protein 3	LRRT3	Q86VH5	347731	LRRTM3	Human	RFU	Protein
LSAMP	2999-6_2	SL005196	Limbic system-associated membrane protein	LSAMP	Q13449	4045	LSAMP	Human	RFU	Protein
LTA	4703-87_2	SL000597	Lymphotoxin-alpha	TNF-b	P01374	4049	LTA	Human	RFU	Protein
LTA.LTB	3505-6_2	SL000507	Lymphotoxin alpha1:beta2	Lymphotoxin a1/b2	P01374, Q06643	4049 4050	LTA LTB	Human	RFU	Protein
LTA.LTB.1	3506-49_1	SL000508	Lymphotoxin alpha2:beta1	Lymphotoxin a2/b1	P01374, Q06643	4049 4050	LTA LTB	Human	RFU	Protein
LTA4H	3204-2_2	SL007100	Leukotriene A-4 hydrolase	LKHA4	P09960	4048	LTA4H	Human	RFU	Protein
LTBP4	13133-73_3	SL007033	Latent-transforming growth factor beta-binding protein 4	LTBP4	Q8N2S1	8425	LTBP4	Human	RFU	Protein
LTBR	2636-10_2	SL000509	Tumor necrosis factor receptor superfamily member 3	Lymphotoxin b R	P36941	4055	LTBR	Human	RFU	Protein
LTF	2780-35_2	SL000496	Lactotransferrin	Lactoferrin	P02788	4057	LTF	Human	RFU	Protein
LUM	13114-50_3	SL006230	Lumican	Lumican	P51884	4060	LUM	Human	RFU	Protein
LY86	3623-84_4	SL007059	Lymphocyte antigen 86	LY86	O95711	9450	LY86	Human	RFU	Protein
LY9	3324-51_1	SL007674	T-lymphocyte surface antigen Ly-9	LY9	Q9HBG7	4063	LY9	Human	RFU	Protein
LYN	3381-24_2	SL010500	Tyrosine-protein kinase Lyn, isoform B	LYNB	P07948	4067	LYN	Human	RFU	Protein
LYN.1	3453-87_2	SL006917	Tyrosine-protein kinase Lyn	LYN	P07948	4067	LYN	Human	RFU	Protein
LYPD3	13107-9_3	SL008402	Ly6/PLAUR domain-containing protein 3	LYPD3	O95274	27076	LYPD3	Human	RFU	Protein
LYVE1	3206-4_2	SL008904	Lymphatic vessel endothelial hyaluronic acid receptor 1	LYVE1	Q9Y5Y7	10894	LYVE1	Human	RFU	Protein
LYZ	4920-10_1	SL000510	Lysozyme C	Lysozyme	P61626	4069	LYZ	Human	RFU	Protein
MAP2K1	2864-2_3	SL003793	Dual specificity mitogen-activated protein kinase kinase 1	MEK1	Q02750	5604	MAP2K1	Human	RFU	Protein
MAP2K2	3628-3_4	SL010501	Dual specificity mitogen-activated protein kinase kinase 2	MP2K2	P36507	5605	MAP2K2	Human	RFU	Protein
MAP2K3	6151-18_3	SL007242	Dual specificity mitogen-activated protein kinase kinase 3	MP2K3	P46734	5606	MAP2K3	Human	RFU	Protein
MAP2K4	5242-37_3	SL007237	Dual specificity mitogen-activated protein kinase kinase 4	MP2K4	P45985	6416	MAP2K4	Human	RFU	Protein
MAP3K7.TAB1	5259-2_3	SL016567	Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion	TAK1-TAB1	O43318 Q15750	6885 10454	MAP3K7 TAB1	Human	RFU	Protein
MAPK1	3115-64_2	SL006918	Mitogen-activated protein kinase 1	MK01	P28482	5594	MAPK1	Human	RFU	Protein
MAPK11	5004-69_1	SL007453	Mitogen-activated protein kinase 11	MK11	Q15759	5600	MAPK11	Human	RFU	Protein
MAPK12	5005-4_1	SL007281	Mitogen-activated protein kinase 12	MK12	P53778	6300	MAPK12	Human	RFU	Protein
MAPK13	5006-71_1	SL006993	Mitogen-activated protein kinase 13	MK13	O15264	5603	MAPK13	Human	RFU	Protein
MAPK14	5007-1_1	SL006920	Mitogen-activated protein kinase 14	MAPK14	Q16539	1432	MAPK14	Human	RFU	Protein
MAPK3	2855-49_2	SL000409	Mitogen-activated protein kinase 3	ERK-1	P27361	5595	MAPK3	Human	RFU	Protein
MAPK8	3825-18_2	SL010502	Mitogen-activated protein kinase 8	MK08	P45983	5599	MAPK8	Human	RFU	Protein
MAPK9	5244-12_3	SL004716	Mitogen-activated protein kinase 9	JNK2	P45984	5601	MAPK9	Human	RFU	Protein
MAPKAPK2	3820-68_2	SL010503	MAP kinase-activated protein kinase 2	MAPK2	P49137	9261	MAPKAPK2	Human	RFU	Protein
MAPKAPK3	3822-54_2	SL004765	MAP kinase-activated protein kinase 3	MAPKAPK3	Q16644	7867	MAPKAPK3	Human	RFU	Protein
MAPKAPK5	3821-28_1	SL010504	MAP kinase-activated protein kinase 5	MAPK5	Q8IW41	8550	MAPKAPK5	Human	RFU	Protein
MAPT	5854-60_3	SL004230	Microtubule-associated protein tau	tau	P10636	4137	MAPT	Human	RFU	Protein
MASP1	3605-77_4	SL011049	Mannan-binding lectin serine protease 1	MASP3	P48740	5648	MASP1	Human	RFU	Protein
MATK	3823-9_1	SL010505	Megakaryocyte-associated tyrosine-protein kinase	MATK	P42679	4145	MATK	Human	RFU	Protein
MATN2	3325-2_2	SL010465	Matrilin-2	MATN2	O00339	4147	MATN2	Human	RFU	Protein
MATN3	3208-2_4	SL006992	Matrilin-3	MATN3	O15232	4148	MATN3	Human	RFU	Protein
MB	3042-7_2	SL000164	Myoglobin	Myoglobin	P02144	4151	MB	Human	RFU	Protein
MBD4	3891-56_1	SL009629	Methyl-CpG-binding domain protein 4	MBD4	O95243	8930	MBD4	Human	RFU	Protein
MBL2	3000-66_1	SL004516	Mannose-binding protein C	MBL	P11226	4153	MBL2	Human	RFU	Protein
MCL1	10358-33_3	SL003755	Induced myeloid leukemia cell differentiation protein Mcl-1	Mcl-1	Q07820	4170	MCL1	Human	RFU	Protein
MDH1	3853-56_1	SL008102	Malate dehydrogenase, cytoplasmic	MDHC	P40925	4190	MDH1	Human	RFU	Protein
MDK	2911-27_2	SL002621	Midkine	Midkine	P21741	4192	MDK	Human	RFU	Protein
MDM2	4245-80_2	SL001999	E3 ubiquitin-protein ligase Mdm2	MDM2	Q00987	4193	MDM2	Human	RFU	Protein
MED1	5470-69_2	SL010328	Mediator of RNA polymerase II transcription subunit 1	MED-1	Q15648	5469	MED1	Human	RFU	Protein
MEPE	3209-69_1	SL005437	Matrix extracellular phosphoglycoprotein	MEPE	Q9NQ76	56955	MEPE	Human	RFU	Protein
MET	2837-3_2	SL000134	Hepatocyte growth factor receptor	Met	P08581	4233	MET	Human	RFU	Protein
METAP1	3210-1_2	SL010374	Methionine aminopeptidase 1	METAP1	P53582	23173	METAP1	Human	RFU	Protein
METAP2	3170-6_1	SL007261	Methionine aminopeptidase 2	AMPM2	P50579	10988	METAP2	Human	RFU	Protein
MFGE8	4455-89_2	SL006523	Lactadherin	MFGM	Q08431	4240	MFGE8	Human	RFU	Protein
MFRP	3685-53_1	SL010466	Membrane frizzled-related protein	MFRP	Q9BY79	83552	MFRP	Human	RFU	Protein
MIA	2687-2_1	SL001947	Melanoma-derived growth regulatory protein	MIA	Q16674	8190	MIA	Human	RFU	Protein
MICA	2730-58_2	SL005199	MHC class I polypeptide-related sequence A	MICA	Q29983	4276	MICA	Human	RFU	Protein
MICB	5102-55_3	SL005200	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB	Human	RFU	Protein
MIF	5356-2_3	SL003080	Macrophage migration inhibitory factor	MIF	P14174	4282	MIF	Human	RFU	Protein
MMEL1	3627-71_4	SL010376	Membrane metallo-endopeptidase-like 1	MMEL2	Q495T6	79258	MMEL1	Human	RFU	Protein
MMP1	4924-32_1	SL000521	Interstitial collagenase	MMP-1	P03956	4312	MMP1	Human	RFU	Protein
MMP10	8479-4_3	SL000645	Stromelysin-2	MMP-10	P09238	4319	MMP10	Human	RFU	Protein
MMP12	4496-60_2	SL000522	Macrophage metalloelastase	MMP-12	P39900	4321	MMP12	Human	RFU	Protein
MMP13	4925-54_2	SL000523	Collagenase 3	MMP-13	P45452	4322	MMP13	Human	RFU	Protein
MMP14	5002-76_1	SL002646	Matrix metalloproteinase-14	MMP-14	P50281	4323	MMP14	Human	RFU	Protein
MMP16	5268-49_3	SL003331	Matrix metalloproteinase-16	MMP-16	P51512	4325	MMP16	Human	RFU	Protein
MMP17	2838-53_1	SL003332	Matrix metalloproteinase-17	MMP-17	Q9ULZ9	4326	MMP17	Human	RFU	Protein
MMP2	4160-49_1	SL000124	72 kDa type IV collagenase	MMP-2	P08253	4313	MMP2	Human	RFU	Protein
MMP3	2788-55_1	SL000524	Stromelysin-1	MMP-3	P08254	4314	MMP3	Human	RFU	Protein
MMP7	2789-26_2	SL000525	Matrilysin	MMP-7	P09237	4316	MMP7	Human	RFU	Protein
MMP8	9172-69_3	SL000526	Neutrophil collagenase	MMP-8	P22894	4317	MMP8	Human	RFU	Protein
MMP9	2579-17_5	SL000527	Matrix metalloproteinase-9	MMP-9	P14780	4318	MMP9	Human	RFU	Protein
MPL	3473-78_2	SL005224	Thrombopoietin Receptor	Thrombopoietin Receptor	P40238	4352	MPL	Human	RFU	Protein
MPO	2580-83_2	SL001796	Myeloperoxidase	Myeloperoxidase	P05164	4353	MPO	Human	RFU	Protein
MRC1	2637-77_2	SL004579	Macrophage mannose receptor 1	Macrophage mannose receptor	P22897	4360	MRC1	Human	RFU	Protein
MRC2	3041-55_2	SL008416	C-type mannose receptor 2	MRC2	Q9UBG0	9902	MRC2	Human	RFU	Protein
MSLN	3893-64_1	SL001905	Mesothelin	Mesothelin	Q13421	10232	MSLN	Human	RFU	Protein
MSN	5009-11_1	SL005846	Moesin	Moesin	P26038	4478	MSN	Human	RFU	Protein
MSR1	3684-78_3	SL004580	Macrophage scavenger receptor types I and II	Macrophage scavenger receptor	P21757	4481	MSR1	Human	RFU	Protein
MST1	4407-10_1	SL005202	Hepatocyte growth factor-like protein	MSP	P26927	4485	MST1	Human	RFU	Protein
MST1R	2640-3_2	SL004637	Macrophage-stimulating protein receptor	MSP R	Q04912	4486	MST1R	Human	RFU	Protein
MSTN	14583-49_3	SL004357	Growth/differentiation factor 8	Myostatin	O14793	2660	MSTN	Human	RFU	Protein
MUC1	9176-3_3	SL000001	Mucin-1	MUC1	P15941	4582	MUC1	Human	RFU	Protein
MYBPC1	7648-9_3	SL017328	Myosin-binding protein C, slow-type	MYPC1	Q00872	4604	MYBPC1	Human	RFU	Protein
MYC	10362-35_3	SL002565	Myc proto-oncogene protein	c-Myc	P01106	4609	MYC	Human	RFU	Protein
N6AMT1	11096-57_3	SL018921	HemK methyltransferase family member 2	HEMK2	Q9Y5N5	29104	N6AMT1	Human	RFU	Protein
NAAA	3173-49_2	SL008611	N-acylethanolamine-hydrolyzing acid amidase	ASAHL	Q02083	27163	NAAA	Human	RFU	Protein
NACA	3854-24_1	SL011631	Nascent polypeptide-associated complex subunit alpha	NACA	Q13765	4666	NACA	Human	RFU	Protein
NAGK	3894-15_2	SL005629	N-acetyl-D-glucosamine kinase	NAGK	Q9UJ70	55577	NAGK	Human	RFU	Protein
NAMPT	5011-11_1	SL003685	Nicotinamide phosphoribosyltransferase	PBEF	P43490	10135	NAMPT	Human	RFU	Protein
NANOG	2732-58_3	SL005235	Homeobox protein NANOG	NANOG	Q9H9S0	79923	NANOG	Human	RFU	Protein
NAPA	4292-5_3	SL011202	Alpha-soluble NSF attachment protein	SNAA	P54920	8775	NAPA	Human	RFU	Protein
NBL1	2944-66_2	SL005156	Neuroblastoma suppressor of tumorigenicity 1	DAN	P41271	4681	NBL1	Human	RFU	Protein
NCAM1	4498-62_2	SL003764	Neural cell adhesion molecule 1, 120 kDa isoform	NCAM-120	P13591	4684	NCAM1	Human	RFU	Protein
NCK1	5014-49_1	SL006091	Cytoplasmic protein NCK1	NCK1	P16333	4690	NCK1	Human	RFU	Protein
NCR1	5104-57_3	SL005207	Natural cytotoxicity triggering receptor 1	NKp46	O76036	9437	NCR1	Human	RFU	Protein
NCR2	2734-49_4	SL005206	Natural cytotoxicity triggering receptor 2	NKp44	O95944	9436	NCR2	Human	RFU	Protein
NCR3	3003-29_2	SL005205	Natural cytotoxicity triggering receptor 3	NKp30	O14931	259197	NCR3	Human	RFU	Protein
NEGR1	13109-82_3	SL008810	Neuronal growth regulator 1	NEGR1	Q7Z3B1	257194	NEGR1	Human	RFU	Protein
NGF	5801-72_3	SL000305	beta-nerve growth factor	b-NGF	P01138	4803	NGF	Human	RFU	Protein
